obs,low        (fiat),high      (fiat),open      (fiat),close     (fiat),vol      (fiat),trade_vol  (fiat),low (crypto),high (crypto),open (crypto),close (crypto),vol (crypto),trade_vol (crypto),
199,67,77.782,69.453,76.501,11992.93128,917471.2362,0.01035002,0.01108996,0.01069524,0.01075952,2936.317642,31.59336839,
200,74.689,77.861,76.965,76.571,4896.417727,374923.6018,0.01061506,0.0109334,0.01077058,0.01088887,914.7926779,9.961058547,
201,76.417,80.701,76.626,80.207,10437.78431,837183.3662,0.01085236,0.01114999,0.0108957,0.01103623,1943.737981,21.45153942,
202,77.77,83.726,80.228,80.319,20111.57363,1615341.482,0.01094189,0.01179179,0.01103623,0.01126785,3054.861846,34.42172505,
203,73.116,82.82,80.419,74.103,17953.92979,1330440.059,0.01079206,0.01152135,0.01127967,0.01091432,2333.987885,25.47389065,
204,73.026,76.23,74.278,74.636,8854.55467,660868.5424,0.01074632,0.01101165,0.01087168,0.0108679,1328.312604,14.43596855,
205,74.218,82,74.769,80.848,13937.05672,1126783.162,0.01085136,0.01156798,0.0109245,0.01133574,1820.677602,20.63872792,
206,79.074,85,80.999,81.218,13934.01604,1131692.915,0.0107806,0.01145001,0.0113684,0.01083966,1993.124919,21.60479645,
207,80.601,82.998,81.461,81.347,8074.257296,656816.6083,0.01077342,0.01100821,0.01083391,0.01083337,644.5774146,6.982945626,
208,80.5,88.177,81.437,85.75,11366.71822,974696.0871,0.0107836,0.01157079,0.01083337,0.01135577,3073.948414,34.90705119,
209,81.746,87.703,85.85,84.135,15491.55321,1303381.829,0.01080511,0.01155128,0.01136,0.01089045,3268.536435,35.59583262,
210,80.5,84.715,84.248,82.989,11151.19536,925426.5514,0.01050548,0.01095708,0.01086823,0.01063588,1695.446689,18.03256753,
211,79.803,83.444,83.009,82.444,9932.214307,818851.4763,0.01040002,0.01071,0.01066187,0.01063805,1448.38392,15.40798056,
212,82.33,86.5,82.393,85.459,19839.75156,1695485.328,0.0095,0.01069116,0.01061824,0.00972,4148.466643,40.32309577,
213,80.243,89.333,85.431,80.835,19147.74713,1547808.14,0.00922703,0.00995988,0.00972,0.0093464,4062.179987,37.96675903,
214,81.143,83.999,81.143,83.123,6735.950655,559912.4263,0.00924278,0.00952244,0.00937984,0.00945954,1136.449748,10.75029185,
215,81.73,83.832,82.917,83.317,4105.183028,342031.5343,0.0092148,0.00952711,0.00944628,0.00927336,1337.48764,12.40300438,
216,79.537,84.134,83.407,81.133,7519.728805,610098.1571,0.00901766,0.00932423,0.00927422,0.00909321,1972.827934,17.9393387,
217,74.949,81.432,81.134,79.784,10933.97419,872356.1971,0.00877598,0.00913022,0.00912573,0.00896413,1836.12079,16.45922546,
218,78.3,81,79.902,79.438,4439.386567,352655.9901,0.00877579,0.00903085,0.00896002,0.00879637,1011.955606,8.901535931,
219,77.001,81,79.199,77.001,7549.99877,581357.4553,0.00840074,0.00891455,0.00878538,0.00843248,3654.549084,30.81691206,
220,76.54,80.113,77,78.979,10093.39346,797166.1218,0.00781152,0.00848144,0.00845047,0.00790317,4245.696077,33.55445786,
221,77.415,83.267,78.909,81.871,12908.81221,1056857.365,0.00781983,0.00839567,0.00787751,0.00836571,3755.075841,31.41387552,
222,79.032,82.515,81.787,79.632,9674.150208,770371.9294,0.00818965,0.00847372,0.00833237,0.00835903,4135.435515,34.56822953,
223,68.045,79.551,79.501,72.4,20659.0086,1495712.223,0.0081369,0.00859975,0.00834163,0.00827648,4087.777396,33.83240786,
224,66.512,73.732,72.407,69.977,13438.53975,940388.6963,0.00786358,0.00837643,0.00826323,0.00814075,4683.546496,38.12758114,
225,69.561,75.185,69.789,73.322,8799.610282,645205.0251,0.00803996,0.00855831,0.00814075,0.00832808,2003.746044,16.68735735,
226,72.334,75.219,73.279,73.837,7834.095736,578446.1269,0.0078783,0.00895284,0.00829997,0.0079166,2870.325375,22.72321786,
227,73.356,76,73.837,74.707,7061.777825,527564.2359,0.00753248,0.00795645,0.0079166,0.00759713,3734.087019,28.36834452,
228,71.764,75.026,74.778,72.298,6998.016786,505942.6176,0.00758385,0.008,0.00758385,0.00777524,2195.476814,17.07035914,
229,72.129,74.413,72.186,73.671,4584.397845,337737.1736,0.00771049,0.00795361,0.00779381,0.00787715,1397.68863,11.00980299,
230,73.4,77,73.574,74.92,9375.752082,702431.346,0.00769575,0.00808757,0.00787715,0.00772144,2495.37538,19.26789127,
231,74.485,78.445,74.956,76.01,11721.15492,890924.9858,0.00769001,0.00796954,0.0077276,0.00784377,1088.633196,8.538988406,
232,74.214,77.27,76.01,77.138,7908.27565,610028.5671,0.0077064,0.00796854,0.00784377,0.00789274,1204.957,9.510412314,
233,75,78.492,77.004,78.349,8932.250676,699832.9083,0.00784898,0.00828506,0.00787106,0.00822326,3892.2697,32.00714573,
234,70.855,78.35,78.209,72.814,10447.59012,760730.8268,0.00800467,0.00822331,0.00822331,0.00807118,2350.793824,18.9736801,
235,72.321,75.536,72.964,74.864,8184.246335,612705.4177,0.00801479,0.00827456,0.00809459,0.00816456,1241.490688,10.13622521,
236,73.472,75.76,75.02,73.997,3267.928744,241816.9233,0.00803985,0.00818421,0.00817849,0.00805455,1438.864588,11.58940677,
237,71.69,75.499,73.891,71.74,5129.286396,367975.006,0.00804052,0.00828523,0.00806901,0.00822207,1148.899117,9.446328959,
238,71.227,73.686,71.605,73.626,6104.907455,449479.9163,0.00817611,0.00832977,0.00823083,0.00826,2013.837231,16.63429553,
239,71.242,73.788,73.46,72.752,10507.81036,764464.2196,0.00810356,0.00832491,0.00826,0.00823382,1914.575323,15.76426859,
240,72.412,75,72.752,73.631,9061.629004,667216.8052,0.00796999,0.008395,0.00823382,0.00799236,1336.734067,10.68365989,
241,72.419,75.295,73.492,75.134,5335.359763,400866.9204,0.00780556,0.00807245,0.00800828,0.00783798,1457.149865,11.4211115,
242,73.332,75.536,75.112,74.235,6918.215611,513573.7359,0.00780224,0.0079273,0.00781364,0.00785747,918.145591,7.214301437,
243,73.588,79.893,74.169,79.074,12325.48988,974625.7869,0.00782997,0.00837094,0.00786534,0.008133,2090.646001,17.00322393,
244,75.746,80.707,79.087,76.252,7764.740009,592076.9552,0.00804432,0.00843155,0.00816058,0.00808151,2396.632099,19.36840627,
245,75.625,80.999,76.198,79.891,8257.13146,659670.4895,0.00772557,0.00821113,0.00808919,0.00782782,1223.266125,9.575507041,
246,76,82.134,79.948,78.267,17775.97775,1391272.45,0.00779138,0.00832949,0.00782804,0.00822762,2181.530286,17.94880221,
247,76.778,78.682,78.077,78.23,6807.25015,532531.1793,0.00803133,0.00824364,0.00822254,0.00805631,1929.537912,15.54495557,
248,76.741,79,78.324,78.616,6718.689315,528196.4792,0.00787042,0.00817485,0.00808615,0.00799821,2746.342643,21.96582519,
249,77.557,79.709,78.553,77.878,6390.981522,497716.859,0.00797086,0.00818024,0.00799835,0.00810231,1242.632494,10.06819368,
250,77,79,77.833,78.376,4446.169302,348472.9652,0.00804157,0.00817002,0.00808284,0.00808651,923.6680991,7.46925132,
251,75.773,78.818,78.321,78.036,3843.387082,299922.5543,0.00792071,0.0081407,0.00809989,0.00800035,342.4062209,2.739369609,
252,77,78.311,78,77.785,4409.92688,343026.1624,0.00789733,0.00805945,0.00797856,0.00792516,966.9453022,7.663196231,
253,76.87,78.1,77.785,77.478,4252.499544,329475.1596,0.0078976,0.00808176,0.00792516,0.00791685,2126.899727,16.8383461,
254,77.1,78.448,77.571,78.3,5197.821573,406989.4292,0.00783,0.00801627,0.0079157,0.00791984,764.5856597,6.055396091,
255,71.83,78.801,78.361,71.83,9037.002953,649127.9221,0.00775396,0.00804292,0.00792547,0.00778952,1651.609184,12.86524277,
256,71.221,74.787,71.993,73.38,5917.284911,434210.3668,0.00769372,0.00789658,0.0077109,0.00775756,801.223383,6.215538467,
257,72.567,74.459,73.31,73.96,3740.267516,276630.1855,0.00772173,0.00786942,0.00775861,0.00782,765.4536876,5.985847837,
258,72.06,74.174,74.075,72.449,4262.594251,308820.6909,0.00773632,0.0078462,0.00783538,0.00775774,471.092419,3.654612503,
259,68.101,72.61,72.437,71.997,8623.980013,620900.689,0.00755782,0.00780531,0.00776698,0.007643,903.7514903,6.90737264,
260,71.35,73.119,71.984,72.563,3517.449632,255236.6977,0.00756207,0.00767831,0.00764437,0.00762985,954.2992828,7.281160383,
261,70.957,73.277,72.573,72.205,4045.171063,292081.5766,0.00760024,0.0077146,0.00760598,0.00764323,584.4894724,4.46738747,
262,70.63,72.483,72.205,71.405,3139.445519,224172.1073,0.00759709,0.00769482,0.00764323,0.00759709,586.6846264,4.457095909,
263,69.86,71.38,71.38,70.05,5092.923798,356759.312,0.00750671,0.00761674,0.00761674,0.00753684,485.2649657,3.657364404,
264,69.224,71.181,70.051,71.031,3484.503066,247507.7373,0.00746349,0.00759695,0.00753693,0.00757131,913.8961782,6.919391273,
265,69.893,71.2,70.926,70.102,2936.101431,205826.5825,0.00751013,0.00760521,0.00758023,0.00756145,493.5095946,3.731648124,
266,70.097,72.755,70.102,72.371,3416.778391,247275.669,0.00744516,0.00761665,0.00756145,0.00748487,630.5615439,4.719671183,
267,71.352,77.695,72.241,74.091,7407.720524,548845.4213,0.00743741,0.00794278,0.00746401,0.00768392,1759.651403,13.52102061,
268,70.751,75.46,74.116,72.344,11081.51084,801680.8201,0.00763399,0.00786186,0.0077064,0.00775181,1327.884668,10.29350965,
269,70.1,72.296,72.231,70.994,8697.086585,617440.965,0.00767547,0.00784,0.00776274,0.00768006,1034.409691,7.944328495,
270,69.64,71.32,70.958,70.648,3795.407696,268137.9629,0.00762854,0.00773644,0.00768005,0.00770206,592.0337557,4.559879508,
271,65,71.08,70.627,66.776,4974.649734,332187.2106,0.00734385,0.00773151,0.00770345,0.00740926,1040.284987,7.707741946,
272,65.828,68.49,66.695,67.625,3464.81276,234307.9629,0.00736071,0.00749072,0.00741172,0.00743719,990.5211329,7.366693864,
273,66.733,69.197,67.6,68.971,7214.453723,497588.0877,0.00736621,0.00750445,0.00741881,0.00748052,552.8079336,4.135290804,
274,67.54,69.09,68.977,68.044,3562.595617,242413.2562,0.00739866,0.00752096,0.00744981,0.00746015,617.4325945,4.60613977,
275,67.325,69.123,67.922,68.328,3494.830374,238794.7698,0.00736172,0.00747247,0.00745134,0.00741815,1793.385212,13.30360051,
276,65.52,68.551,68.328,66.56,4660.393424,310195.7863,0.00729001,0.00743573,0.00739457,0.00730972,1189.291896,8.693390758,
277,65.956,67,66.532,66.472,5186.375665,344748.7632,0.00725798,0.00740534,0.00732735,0.00733554,887.6466902,6.511367802,
278,66.206,68.201,66.308,67.624,3300.066182,223163.6755,0.00731175,0.00743469,0.00731175,0.00740991,594.762555,4.407137004,
279,66.01,68.046,67.745,67.355,2588.346551,174338.082,0.00735664,0.00745307,0.00739481,0.00741643,400.4432802,2.969859557,
280,66.993,70.707,67.355,70.242,7251.032523,509327.0265,0.00737081,0.00765,0.00741643,0.00751302,1287.543049,9.673336675,
281,69.042,70.885,70.359,69.905,2810.525555,196469.7889,0.00745103,0.0076179,0.00752014,0.0075385,991.6440872,7.475508952,
282,69.414,73.223,69.938,72.796,6989.586737,508813.9561,0.00750086,0.00786241,0.00753295,0.00770448,1821.738039,14.03554428,
283,70.444,74,72.549,71.465,6952.525989,496862.2698,0.0076225,0.00783925,0.00769344,0.00777125,913.3611381,7.097957745,
284,70.03,71.895,71.634,71.831,2696.187715,193669.8598,0.00766894,0.0079,0.00777285,0.00771913,1814.286485,14.00471323,
285,71.289,72.925,71.832,72.674,4471.32532,324949.0963,0.00769767,0.0079,0.00771846,0.00787021,2369.024117,18.6447173,
286,70.552,72.99,72.627,72.027,4956.772703,357021.4675,0.00768874,0.00789736,0.00789354,0.00775365,1630.973463,12.64599739,
287,70.944,75.6,72.093,71.659,8695.950073,623143.0862,0.00771643,0.00815499,0.0077604,0.00773614,3402.351443,26.32106709,
288,70,72.478,71.459,71.929,5941.451427,427362.6597,0.0076042,0.00785576,0.00772868,0.00775476,1876.694646,14.55331658,
289,70,72.183,71.942,71.001,5104.137803,362398.8882,0.00768055,0.00788042,0.00778641,0.00773593,534.5337211,4.135115449,
290,68.085,71.329,71.088,69.248,8398.632043,581588.4717,0.00751635,0.00775201,0.00773406,0.00758946,964.1191551,7.317143763,
291,68.738,69.977,69.215,69.563,3698.073858,257249.1118,0.00755554,0.00765739,0.00756886,0.0075912,389.5468818,2.957128289,
292,68.735,69.711,69.545,69.27,3455.192639,239341.1941,0.00751046,0.00760999,0.00758954,0.00757027,388.5861765,2.941702274,
293,68.84,73,69.183,70.558,5704.806158,402519.7129,0.0075338,0.00765665,0.00753913,0.00765665,382.7523349,2.930600665,
294,68.572,70.636,70.558,68.849,3915.873484,269603.9735,0.00749703,0.00766427,0.00765325,0.00750072,1017.562076,7.632448211,
295,68.788,71.307,68.798,71.307,5048.283587,359977.9577,0.00747836,0.00761087,0.00749916,0.00759252,835.0086281,6.339819709,
296,71.317,74.001,71.317,73.896,8707.859282,643475.9695,0.0075999,0.00776354,0.0076,0.00773041,746.1179515,5.767797673,
297,72.531,74.214,73.825,73.56,11785.18246,866918.0215,0.00756021,0.00778506,0.00773041,0.00764191,1679.912681,12.83774151,
298,71.435,73.565,73.482,72.244,5190.037826,374949.0927,0.00745081,0.00765813,0.00764341,0.00756562,1249.905087,9.456306924,
299,72.256,75.368,72.256,74.703,9490.117661,708940.2597,0.00754913,0.00772233,0.00755084,0.00770643,1140.975968,8.792851432,
300,74.261,77.852,74.829,75.391,9250.967851,697439.7173,0.00750381,0.00814999,0.00772165,0.00757233,2449.970235,18.55198311,
301,73.299,79.646,75.403,77.756,22392.03671,1741115.207,0.00666187,0.0076859,0.00757487,0.00699708,3668.626002,25.66966962,
302,76.096,80.98,77.71,80.02,14481.34829,1158797.49,0.0069375,0.00735568,0.00700065,0.0073181,1948.213524,14.25722139,
303,78.696,84.708,80.104,81.494,18132.31743,1477675.076,0.00724344,0.00769137,0.00731117,0.0073246,3476.808157,25.46622902,
304,79.444,82.884,81.305,81.44,8202.508832,668012.3192,0.00721682,0.00742703,0.00734912,0.00729306,6285.818868,45.84285416,
305,80.021,83.773,81.619,82.575,10240.65007,845621.6792,0.00717889,0.00739999,0.00732206,0.00726455,1077.413669,7.826925472,
306,81.809,94.632,82.574,93.252,26999.03578,2517714.084,0.00723426,0.00809675,0.007255,0.00790051,4815.367638,38.04386018,
307,82,95.515,93.219,85.2,20393.90578,1737560.772,0.00741249,0.00799981,0.00791188,0.00768805,3117.197569,23.96517077,
308,83.891,89.852,85.129,87.744,16672.23664,1462888.732,0.00762855,0.0085004,0.00762855,0.0078264,2452.205908,19.19194432,
309,85.37,89.247,87.819,86.94,9574.926433,832444.1041,0.00766287,0.00785286,0.00782161,0.00775844,1116.254345,8.660392358,
310,85.915,93.652,86.98,92.262,13940.42565,1286171.551,0.0075,0.00801568,0.00776815,0.00783351,2623.364729,20.55015384,
311,90.319,105.929,92.312,100.524,43852.93176,4408272.112,0.00776439,0.009219,0.00786192,0.0085556,7400.739632,63.31776799,
312,92.267,107.85,100.533,96.582,36098.75607,3486490.058,0.00810827,0.0090224,0.0085556,0.00831455,4162.434638,34.60877092,
313,94.5,102.387,96.581,98.33,25758.59632,2532842.776,0.00821096,0.00876591,0.00832604,0.00830691,2024.553754,16.81778582,
314,94.789,99,98.338,97.659,19534.84528,1907753.455,0.0081623,0.00849856,0.0083,0.00834651,1914.300032,15.97772436,
315,93.555,98.397,97.658,95.515,14899.6676,1423141.751,0.00801462,0.00838434,0.00834666,0.00804053,1772.598357,14.25263027,
316,85.217,96.727,95.642,88.587,16625.32612,1472787.765,0.00768292,0.00812511,0.00802294,0.00772227,2024.160077,15.63111064,
317,84.413,92.3,88.575,91.846,29874.16492,2743822.551,0.00753523,0.00797769,0.0077074,0.00791914,2263.837945,17.92764962,
318,85.659,93.314,91.743,92.787,22038.67393,2044902.438,0.00758566,0.00794687,0.00794149,0.00787316,2225.739243,17.52360118,
319,89.997,92.943,92.798,92.319,16034.05953,1480248.342,0.00771586,0.00788581,0.00786653,0.00783996,1169.767826,9.170932964,
320,91.286,95.986,92.377,94.058,16506.65522,1552582.977,0.0076549,0.00806838,0.00784405,0.0079154,2598.254051,20.56622012,
321,91.288,95.535,94.049,95.181,33236.25093,3163459.6,0.00777492,0.00802791,0.00789005,0.00791209,4283.138814,33.88857978,
322,92.881,100.549,95.19,97.81,22248.99195,2176173.902,0.00775211,0.00842535,0.00791531,0.00791566,2488.418865,19.69747767,
323,92,98.888,97.605,92.762,16027.61513,1486753.635,0.00761002,0.00800663,0.00793166,0.00777307,1563.166314,12.15060118,
324,86.8,93.88,92.984,87.837,15322.68908,1345899.041,0.00743964,0.00819377,0.00775388,0.00746728,1870.460616,13.96725315,
325,87.251,91.757,87.721,91.454,12198.66106,1115616.348,0.00745553,0.00772662,0.00745553,0.00770146,1027.82149,7.915726092,
326,86.542,95.973,91.493,86.639,18093.84995,1567633.066,0.0075278,0.008097,0.00769421,0.00753106,2789.39412,21.00709448,
327,85.001,90.99,86.639,90.847,11435.05826,1038840.737,0.00745757,0.00779081,0.00753237,0.00779081,1193.344624,9.297121226,
328,87.73,93.324,90.943,91.581,9023.876576,826415.6407,0.00760027,0.00799305,0.00779083,0.00784579,869.0370787,6.818282422,
329,89.321,93.39,91.58,91.795,8209.931543,753630.666,0.0077022,0.00794136,0.00784578,0.00779682,1029.611228,8.027693411,
330,82.617,91.813,91.721,84.567,12309.04141,1040938.705,0.0074074,0.00778041,0.00778041,0.00745325,1419.89679,10.58284575,
331,83.661,87.3,84.486,85.965,7689.791195,661052.9,0.00741857,0.0076227,0.00747702,0.00752651,878.3278467,6.610743321,
332,81.707,86.577,85.982,83.409,7820.702443,652316.97,0.00728049,0.00754953,0.00749845,0.00737447,744.0792976,5.487190458,
333,82.503,86.141,83.3,84.906,5712.450069,485021.2856,0.00730302,0.00747752,0.0073535,0.00735674,853.9861064,6.282553749,
334,84.257,86.756,85,85.12,4924.610393,419182.8366,0.00734812,0.0075169,0.00739592,0.00740495,328.0938086,2.429518248,
335,84.989,88.942,85.03,88.335,12809.57501,1131533.808,0.00735861,0.00762365,0.00742579,0.00755216,696.5843051,5.260716125,
336,85.799,88.942,88.242,86.107,6037.604068,519879.9735,0.00737834,0.0076,0.00755678,0.00741075,687.5837395,5.095511197,
337,85.14,90.744,86.171,89.186,11644.31922,1038510.254,0.00735063,0.0075654,0.00739544,0.00750796,1056.264892,7.930394562,
338,80.321,89.685,89.101,83.384,12124.02943,1010950.07,0.00709999,0.00753803,0.0074915,0.00731487,2310.071889,16.89787556,
339,64.351,83.698,83.245,68,17135.00766,1165180.521,0.00626417,0.00731365,0.00728661,0.00666454,2094.726122,13.96038603,
340,66.701,73.866,68.255,73.352,19603.41774,1437949.898,0.00652371,0.00740339,0.00665383,0.00697601,2911.797201,20.31272639,
341,64.643,74.5,73.678,68.05,12042.60405,819499.2054,0.00653618,0.00702585,0.00696514,0.00668436,1073.47894,7.175519688,
342,66.089,71.664,68.029,70.155,5983.624144,419781.1518,0.00659024,0.00695985,0.00670798,0.00684284,660.7289013,4.521262155,
343,65.855,79.737,70.203,76.249,14074.70853,1073182.451,0.00666659,0.00779999,0.00684311,0.00731532,2155.152555,15.76563059,
344,70.1,78.054,76.249,74.636,15266.17105,1139405.942,0.00704771,0.00754531,0.00734166,0.00736573,2255.504683,16.61343851,
345,74.157,77.398,74.65,75.668,7554.466188,571631.3475,0.00736592,0.00756693,0.00736592,0.00738513,1924.347843,14.21155899,
346,75.137,77.807,75.675,77.035,4884.964337,376313.2277,0.00731087,0.00748586,0.00743743,0.00744653,878.7640572,6.543742914,
347,74.37,77.442,77.068,77.083,3657.894486,281961.4807,0.00730967,0.00746048,0.00746048,0.0074277,723.2403274,5.37201218,
348,75.656,79.96,77.078,79.406,4860.134233,385923.8189,0.00731745,0.00765999,0.0074277,0.00758962,792.8696761,6.017579551,
349,73.352,79.199,79.199,75.433,5954.435898,449160.9631,0.00711779,0.00756353,0.00756353,0.00726495,493.9215067,3.58831505,
350,73.635,76.755,75.432,75.168,3142.412305,236208.8482,0.00698667,0.00732647,0.00723962,0.00702137,666.1611204,4.677363706,
351,72.67,76.049,75.166,72.926,6295.949686,459138.4268,0.00675147,0.00706528,0.00702895,0.00676117,1030.567209,6.967840098,
352,71,74.177,72.908,72.949,3808.229964,277806.5677,0.00655488,0.00674607,0.00674607,0.00667582,573.1169082,3.826025318,
353,71.371,74.667,72.948,73.229,3816.02353,279443.5871,0.00660646,0.00677373,0.00666639,0.00668497,632.6204562,4.229048771,
354,70.535,73.627,73.229,72.07,6941.79425,500295.1116,0.00652239,0.00670805,0.00669231,0.00658587,1104.157073,7.271834944,
355,71.436,73.394,72.09,72.747,3638.909282,264719.7336,0.00650204,0.00662869,0.00657461,0.00659013,468.1847164,3.085398145,
356,69.425,72.897,72.802,70.567,4240.122538,299212.7272,0.00642736,0.0066286,0.00657779,0.00647138,421.6494666,2.728653925,
357,64.662,71.542,70.514,66.792,12657.52687,845421.535,0.00626163,0.00652685,0.00644979,0.00642082,1148.121648,7.371882442,
358,66.508,69.415,66.668,68.149,5507.217555,375311.3692,0.00640109,0.00656693,0.00640109,0.00646321,516.2675854,3.33674582,
359,64.283,68.485,68.179,64.71,5082.512027,328889.3532,0.006,0.00681289,0.00648946,0.00631283,1054.070523,6.65416802,
360,64.32,68.419,64.77,67.757,3767.727908,255289.9399,0.00630001,0.00648567,0.0063132,0.00632334,393.9536314,2.491102755,
361,66.554,69.527,67.746,68.581,7882.243848,540572.1653,0.00628467,0.00647303,0.00630918,0.0064357,749.3316058,4.822473415,
362,68.433,69.854,68.659,69.011,4057.862043,280037.1174,0.00640475,0.00649457,0.00641842,0.00642481,303.8233882,1.952007543,
363,67.226,70.105,69.088,68.89,3700.685655,254940.2347,0.00630558,0.00649715,0.00642191,0.00634826,708.104822,4.495233517,
364,67.061,69.957,68.903,67.34,6194.939726,417167.2411,0.00629624,0.00642043,0.0063482,0.00630169,435.7607138,2.746028932,
